Poblacion ORIGEN,Poblacion DESTINO,MODO_INFORME,MOTIVO_informe,Grupo edad,Actividad economica,Desplazamientos,Lat_origen,Long_origen,Lat_destino,Long_destino
Donostia/San Sebastián,Errenteria,Tren Metro SS/Topo,Centro estudios,7-19,Estudiantes,1218,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,Tren Metro SS/Topo,Medico / Hospital,45-64,Personas ocupadas,174,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,Tren Metro SS/Topo,Otra vivienda,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",223,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,Tren Metro SS/Topo,Trabajo habitual,20-44,Personas ocupadas,174,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,Tren Metro SS/Topo,Trabajo habitual,45-64,Personas ocupadas,696,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Hernani,Autobus interurbano,Centro estudios,20-44,Personas ocupadas,266,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,Autobus interurbano,Centro estudios,7-19,Estudiantes,342,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,Autobus interurbano,"Ocio, cultura, deporte",45-64,Personas ocupadas,266,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,Autobus interurbano,"Ocio, cultura, deporte",45-64,Personas paradas,266,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,Autobus interurbano,"Ocio, cultura, deporte",45-64,Tareas hogar,266,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,Autobus interurbano,Otra vivienda,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",684,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,"Coche, conductor/a",Asuntos trabajo,20-44,Personas ocupadas,131,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,"Coche, conductor/a",Asuntos trabajo,45-64,Personas ocupadas,111,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,"Coche, conductor/a",Centro estudios,20-44,Estudiantes,141,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,"Coche, conductor/a",Gestiones personales,45-64,"Personas jubiladas, pensionistas y otros tipos de inactividad",94,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,"Coche, conductor/a","Ocio, cultura, deporte",20-44,Personas paradas,110,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,"Coche, conductor/a","Ocio, cultura, deporte",45-64,Personas ocupadas,163,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,"Coche, conductor/a","Ocio, cultura, deporte",65 y mas,Personas paradas,111,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,"Coche, conductor/a",Otra vivienda,45-64,Personas ocupadas,249,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,"Coche, conductor/a",Otra vivienda,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",114,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,1685,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,1039,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,"Coche, conductor/a",Trabajo habitual,65 y mas,Personas ocupadas,222,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,"Coche, pasajero/a","Ocio, cultura, deporte",20-44,Personas ocupadas,110,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,"Coche, pasajero/a","Ocio, cultura, deporte",45-64,Tareas hogar,161,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,"Coche, pasajero/a","Ocio, cultura, deporte",65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",113,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,Moto,Trabajo habitual,45-64,Personas ocupadas,110,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,Multimodal,Trabajo habitual,45-64,Personas ocupadas,157,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,Tren Renfe cercanias,Centro estudios,20-44,Estudiantes,492,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hernani,Tren Renfe cercanias,"Ocio, cultura, deporte",20-44,Estudiantes,492,43.2918111063554,-1.9885133578,43.2387833429893,-1.9442591545
Donostia/San Sebastián,Hondarribia,Autobus interurbano,Centro estudios,20-44,Estudiantes,394,43.2918111063554,-1.9885133578,43.3748851848767,-1.8239709632
Donostia/San Sebastián,Hondarribia,Autobus interurbano,Centro estudios,45-64,Personas paradas,197,43.2918111063554,-1.9885133578,43.3748851848767,-1.8239709632
Donostia/San Sebastián,Hondarribia,Autobus interurbano,Compras personales,45-64,Personas ocupadas,197,43.2918111063554,-1.9885133578,43.3748851848767,-1.8239709632
Donostia/San Sebastián,Hondarribia,Autobus interurbano,"Ocio, cultura, deporte",45-64,Personas paradas,253,43.2918111063554,-1.9885133578,43.3748851848767,-1.8239709632
Donostia/San Sebastián,Hondarribia,"Coche, conductor/a",Acompanamiento,45-64,Personas ocupadas,145,43.2918111063554,-1.9885133578,43.3748851848767,-1.8239709632
Donostia/San Sebastián,Hondarribia,"Coche, conductor/a",Compras domestico-familiares,20-44,Personas ocupadas,171,43.2918111063554,-1.9885133578,43.3748851848767,-1.8239709632
Donostia/San Sebastián,Hondarribia,"Coche, conductor/a",Compras domestico-familiares,45-64,Personas ocupadas,85,43.2918111063554,-1.9885133578,43.3748851848767,-1.8239709632
Donostia/San Sebastián,Hondarribia,"Coche, conductor/a",Compras personales,45-64,Personas ocupadas,188,43.2918111063554,-1.9885133578,43.3748851848767,-1.8239709632
Donostia/San Sebastián,Hondarribia,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,299,43.2918111063554,-1.9885133578,43.3748851848767,-1.8239709632
Donostia/San Sebastián,Hondarribia,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,688,43.2918111063554,-1.9885133578,43.3748851848767,-1.8239709632
Donostia/San Sebastián,Hondarribia,"Coche, pasajero/a",Centro estudios,7-19,Estudiantes,118,43.2918111063554,-1.9885133578,43.3748851848767,-1.8239709632
Donostia/San Sebastián,Hondarribia,"Coche, pasajero/a",Compras domestico-familiares,20-44,Personas ocupadas,168,43.2918111063554,-1.9885133578,43.3748851848767,-1.8239709632
Donostia/San Sebastián,Hondarribia,"Coche, pasajero/a",Compras domestico-familiares,45-64,Personas ocupadas,85,43.2918111063554,-1.9885133578,43.3748851848767,-1.8239709632
Donostia/San Sebastián,Hondarribia,"Coche, pasajero/a",Otros,7-19,Estudiantes,118,43.2918111063554,-1.9885133578,43.3748851848767,-1.8239709632
Donostia/San Sebastián,Hondarribia,"Coche, pasajero/a",Trabajo habitual,20-44,Personas ocupadas,262,43.2918111063554,-1.9885133578,43.3748851848767,-1.8239709632
Donostia/San Sebastián,Hondarribia,"Coche, pasajero/a",Trabajo habitual,45-64,Personas ocupadas,103,43.2918111063554,-1.9885133578,43.3748851848767,-1.8239709632
Donostia/San Sebastián,Irun,Autobus discrecional,Centro estudios,7-19,Estudiantes,256,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,Autobus interurbano,Centro estudios,20-44,Estudiantes,217,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,Autobus interurbano,Centro estudios,7-19,Estudiantes,217,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,Autobus interurbano,Gestiones personales,45-64,"Personas jubiladas, pensionistas y otros tipos de inactividad",217,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,Autobus interurbano,Trabajo habitual,45-64,Personas ocupadas,713,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,"Coche, conductor/a",Asuntos trabajo,45-64,Personas ocupadas,107,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,"Coche, conductor/a",Centro estudios,20-44,Estudiantes,248,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,"Coche, conductor/a",Compras personales,45-64,Personas ocupadas,81,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,"Coche, conductor/a",Otra vivienda,45-64,Personas ocupadas,106,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,826,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,1256,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,"Coche, pasajero/a",Compras personales,45-64,Personas ocupadas,81,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,"Coche, pasajero/a",Trabajo habitual,45-64,Personas ocupadas,200,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,Moto,Trabajo habitual,45-64,Personas ocupadas,96,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,Tren Metro SS/Topo,Gestiones personales,45-64,"Personas jubiladas, pensionistas y otros tipos de inactividad",210,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,Tren Metro SS/Topo,"Ocio, cultura, deporte",20-44,Personas ocupadas,270,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,Tren Metro SS/Topo,"Ocio, cultura, deporte",20-44,Tareas hogar,210,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,Tren Metro SS/Topo,Otros,45-64,Personas paradas,270,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,Tren Metro SS/Topo,Otros,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",270,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,Tren Metro SS/Topo,Trabajo habitual,20-44,Personas ocupadas,690,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,Tren Renfe cercanias,Gestiones personales,45-64,Personas ocupadas,158,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Irun,Tren Renfe cercanias,Trabajo habitual,45-64,Personas ocupadas,158,43.2918111063554,-1.9885133578,43.318640571622,-1.77372589148
Donostia/San Sebastián,Lazkao,"Coche, conductor/a",Acompanamiento,45-64,Personas ocupadas,206,43.2918111063554,-1.9885133578,43.0194888194631,-2.1671234871
Donostia/San Sebastián,Lazkao,"Coche, pasajero/a",Medico / Hospital,7-19,Estudiantes,167,43.2918111063554,-1.9885133578,43.0194888194631,-2.1671234871
Donostia/San Sebastián,Lezo,Autobus discrecional,Centro estudios,7-19,Estudiantes,88,43.2918111063554,-1.9885133578,43.3263415090448,-1.885769548
Donostia/San Sebastián,Lezo,Autobus interurbano,Trabajo habitual,20-44,Personas ocupadas,251,43.2918111063554,-1.9885133578,43.3263415090448,-1.885769548
Donostia/San Sebastián,Lezo,"Coche, conductor/a",Asuntos trabajo,20-44,Personas ocupadas,166,43.2918111063554,-1.9885133578,43.3263415090448,-1.885769548
Donostia/San Sebastián,Lezo,"Coche, conductor/a",Compras domestico-familiares,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",105,43.2918111063554,-1.9885133578,43.3263415090448,-1.885769548
Donostia/San Sebastián,Lezo,"Coche, conductor/a",Gestiones personales,45-64,Personas ocupadas,82,43.2918111063554,-1.9885133578,43.3263415090448,-1.885769548
Donostia/San Sebastián,Lezo,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,388,43.2918111063554,-1.9885133578,43.3263415090448,-1.885769548
Donostia/San Sebastián,Lezo,"Coche, pasajero/a",Gestiones personales,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",100,43.2918111063554,-1.9885133578,43.3263415090448,-1.885769548
Donostia/San Sebastián,Lezo,Moto,Asuntos trabajo,45-64,Personas ocupadas,112,43.2918111063554,-1.9885133578,43.3263415090448,-1.885769548
Donostia/San Sebastián,Ordizia,"Coche, conductor/a","Ocio, cultura, deporte",20-44,Personas ocupadas,237,43.2918111063554,-1.9885133578,43.0637579709383,-2.1818318125
Donostia/San Sebastián,Ordizia,"Coche, conductor/a",Otros,20-44,Estudiantes,138,43.2918111063554,-1.9885133578,43.0637579709383,-2.1818318125
Donostia/San Sebastián,Ordizia,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,205,43.2918111063554,-1.9885133578,43.0637579709383,-2.1818318125
Donostia/San Sebastián,Ordizia,"Coche, pasajero/a",Gestiones personales,20-44,Personas ocupadas,142,43.2918111063554,-1.9885133578,43.0637579709383,-2.1818318125
Donostia/San Sebastián,Ordizia,"Coche, pasajero/a",Gestiones personales,20-44,Tareas hogar,140,43.2918111063554,-1.9885133578,43.0637579709383,-2.1818318125
Donostia/San Sebastián,Ordizia,Tren Renfe cercanias,Trabajo habitual,20-44,Personas ocupadas,401,43.2918111063554,-1.9885133578,43.0637579709383,-2.1818318125
Donostia/San Sebastián,Orio,"Coche, conductor/a",Compras domestico-familiares,45-64,Tareas hogar,131,43.2918111063554,-1.9885133578,43.2774552762092,-2.1270561218
Donostia/San Sebastián,Orio,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,132,43.2918111063554,-1.9885133578,43.2774552762092,-2.1270561218
Donostia/San Sebastián,Orio,Tren EuskoTren,Centro estudios,7-19,Estudiantes,233,43.2918111063554,-1.9885133578,43.2774552762092,-2.1270561218
Donostia/San Sebastián,Orio,Tren EuskoTren,"Ocio, cultura, deporte",45-64,Personas ocupadas,233,43.2918111063554,-1.9885133578,43.2774552762092,-2.1270561218
Donostia/San Sebastián,Oñati,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,1251,43.2918111063554,-1.9885133578,43.0178261678898,-2.4067931275
Donostia/San Sebastián,Pasaia,Autobus discrecional,Centro estudios,7-19,Estudiantes,99,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,Autobus interurbano,Acompanamiento,20-44,Tareas hogar,644,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,Autobus interurbano,Acompanamiento,45-64,Personas paradas,251,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,Autobus interurbano,Centro estudios,7-19,Estudiantes,251,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,Autobus interurbano,Medico / Hospital,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",251,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,Autobus interurbano,"Ocio, cultura, deporte",45-64,"Personas jubiladas, pensionistas y otros tipos de inactividad",251,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,Autobus interurbano,Otros,45-64,Personas paradas,322,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,Autobus interurbano,Trabajo habitual,20-44,Personas ocupadas,502,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,Autobus interurbano,Trabajo habitual,45-64,Personas ocupadas,502,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,"Coche, conductor/a",Acompanamiento,20-44,Personas paradas,168,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,"Coche, conductor/a",Acompanamiento,45-64,Personas ocupadas,146,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,"Coche, conductor/a",Compras domestico-familiares,20-44,Personas ocupadas,127,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,"Coche, conductor/a",Compras personales,45-64,Personas ocupadas,103,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,"Coche, conductor/a",Gestiones domestico-familiares,20-44,Personas ocupadas,254,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,"Coche, conductor/a","Ocio, cultura, deporte",20-44,Personas ocupadas,168,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,"Coche, conductor/a","Ocio, cultura, deporte",65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",100,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,"Coche, conductor/a",Otra vivienda,20-44,Personas ocupadas,100,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,"Coche, conductor/a",Otra vivienda,45-64,Tareas hogar,146,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,442,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,788,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,"Coche, pasajero/a",Centro estudios,7-19,Estudiantes,252,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,"Coche, pasajero/a","Ocio, cultura, deporte",7-19,Estudiantes,118,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,"Coche, pasajero/a",Otra vivienda,20-44,Personas ocupadas,98,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,Moto,Asuntos trabajo,20-44,Personas ocupadas,171,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,Moto,Compras domestico-familiares,20-44,Personas ocupadas,98,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,Moto,Trabajo habitual,20-44,Personas ocupadas,163,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,Moto,Trabajo habitual,45-64,Personas ocupadas,293,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,Multimodal,Medico / Hospital,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",178,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,Tren Metro SS/Topo,Centro estudios,20-44,Personas paradas,277,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,Tren Metro SS/Topo,"Ocio, cultura, deporte",20-44,Estudiantes,277,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Pasaia,Tren Renfe cercanias,Trabajo habitual,45-64,Personas ocupadas,118,43.2918111063554,-1.9885133578,43.318996,-1.969857
Donostia/San Sebastián,Tolosa,Autobus interurbano,Centro estudios,20-44,Estudiantes,168,43.2918111063554,-1.9885133578,43.1077539093613,-2.0800512827
Donostia/San Sebastián,Tolosa,Autobus interurbano,Centro estudios,7-19,Estudiantes,384,43.2918111063554,-1.9885133578,43.1077539093613,-2.0800512827
Donostia/San Sebastián,Tolosa,Autobus interurbano,"Ocio, cultura, deporte",45-64,Personas ocupadas,168,43.2918111063554,-1.9885133578,43.1077539093613,-2.0800512827
Donostia/San Sebastián,Tolosa,"Coche, conductor/a",Acompanamiento,45-64,Personas ocupadas,176,43.2918111063554,-1.9885133578,43.1077539093613,-2.0800512827
Donostia/San Sebastián,Tolosa,"Coche, conductor/a",Compras personales,20-44,Personas ocupadas,278,43.2918111063554,-1.9885133578,43.1077539093613,-2.0800512827
Donostia/San Sebastián,Tolosa,"Coche, conductor/a",Medico / Hospital,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",214,43.2918111063554,-1.9885133578,43.1077539093613,-2.0800512827
Donostia/San Sebastián,Tolosa,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,802,43.2918111063554,-1.9885133578,43.1077539093613,-2.0800512827
Donostia/San Sebastián,Tolosa,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,302,43.2918111063554,-1.9885133578,43.1077539093613,-2.0800512827
Donostia/San Sebastián,Tolosa,"Coche, pasajero/a",Acompanamiento,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",218,43.2918111063554,-1.9885133578,43.1077539093613,-2.0800512827
Donostia/San Sebastián,Tolosa,"Coche, pasajero/a",Compras personales,45-64,Personas ocupadas,236,43.2918111063554,-1.9885133578,43.1077539093613,-2.0800512827
Donostia/San Sebastián,Tolosa,"Coche, pasajero/a",Medico / Hospital,45-64,Tareas hogar,176,43.2918111063554,-1.9885133578,43.1077539093613,-2.0800512827
Donostia/San Sebastián,Tolosa,"Coche, pasajero/a",Trabajo habitual,45-64,Personas ocupadas,302,43.2918111063554,-1.9885133578,43.1077539093613,-2.0800512827
Donostia/San Sebastián,Tolosa,Multimodal,Trabajo habitual,45-64,Personas ocupadas,168,43.2918111063554,-1.9885133578,43.1077539093613,-2.0800512827
Donostia/San Sebastián,Tolosa,Tren Renfe cercanias,Trabajo habitual,45-64,Personas ocupadas,898,43.2918111063554,-1.9885133578,43.1077539093613,-2.0800512827
Donostia/San Sebastián,Villabona,Autobus interurbano,Centro estudios,20-44,Estudiantes,84,43.2918111063554,-1.9885133578,43.1863841159828,-2.0308643183
Donostia/San Sebastián,Villabona,Autobus interurbano,Trabajo habitual,45-64,Personas ocupadas,84,43.2918111063554,-1.9885133578,43.1863841159828,-2.0308643183
Donostia/San Sebastián,Villabona,"Coche, conductor/a",Compras personales,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",107,43.2918111063554,-1.9885133578,43.1863841159828,-2.0308643183
Donostia/San Sebastián,Villabona,"Coche, conductor/a",Gestiones personales,20-44,"Personas jubiladas, pensionistas y otros tipos de inactividad",172,43.2918111063554,-1.9885133578,43.1863841159828,-2.0308643183
Donostia/San Sebastián,Villabona,"Coche, conductor/a",Medico / Hospital,45-64,Personas ocupadas,117,43.2918111063554,-1.9885133578,43.1863841159828,-2.0308643183
Donostia/San Sebastián,Villabona,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,472,43.2918111063554,-1.9885133578,43.1863841159828,-2.0308643183
Donostia/San Sebastián,Villabona,"Coche, pasajero/a",Acompanamiento,45-64,Personas ocupadas,116,43.2918111063554,-1.9885133578,43.1863841159828,-2.0308643183
Donostia/San Sebastián,Villabona,"Coche, pasajero/a",Trabajo habitual,45-64,Personas ocupadas,88,43.2918111063554,-1.9885133578,43.1863841159828,-2.0308643183
Donostia/San Sebastián,Zarautz,Autobus interurbano,Centro estudios,20-44,Estudiantes,297,43.2918111063554,-1.9885133578,43.280963309723,-2.16722426204
Donostia/San Sebastián,Zarautz,Autobus interurbano,Centro estudios,20-44,Personas paradas,297,43.2918111063554,-1.9885133578,43.280963309723,-2.16722426204
Donostia/San Sebastián,Zarautz,Autobus interurbano,Trabajo habitual,20-44,Personas ocupadas,891,43.2918111063554,-1.9885133578,43.280963309723,-2.16722426204
Donostia/San Sebastián,Zarautz,"Coche, conductor/a",Asuntos trabajo,45-64,Personas ocupadas,165,43.2918111063554,-1.9885133578,43.280963309723,-2.16722426204
Donostia/San Sebastián,Zarautz,"Coche, conductor/a",Compras personales,45-64,Personas ocupadas,140,43.2918111063554,-1.9885133578,43.280963309723,-2.16722426204
Donostia/San Sebastián,Zarautz,"Coche, conductor/a",Medico / Hospital,20-44,Personas ocupadas,276,43.2918111063554,-1.9885133578,43.280963309723,-2.16722426204
Donostia/San Sebastián,Zarautz,"Coche, conductor/a",Medico / Hospital,45-64,Personas ocupadas,183,43.2918111063554,-1.9885133578,43.280963309723,-2.16722426204
Donostia/San Sebastián,Zarautz,"Coche, conductor/a",Medico / Hospital,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",171,43.2918111063554,-1.9885133578,43.280963309723,-2.16722426204
Donostia/San Sebastián,Zarautz,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,482,43.2918111063554,-1.9885133578,43.280963309723,-2.16722426204
Donostia/San Sebastián,Zarautz,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,748,43.2918111063554,-1.9885133578,43.280963309723,-2.16722426204
Donostia/San Sebastián,Zarautz,"Coche, conductor/a",Trabajo habitual,65 y mas,Personas ocupadas,169,43.2918111063554,-1.9885133578,43.280963309723,-2.16722426204
Donostia/San Sebastián,Zarautz,"Coche, pasajero/a",Acompanamiento,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",174,43.2918111063554,-1.9885133578,43.280963309723,-2.16722426204
Donostia/San Sebastián,Zarautz,"Coche, pasajero/a","Ocio, cultura, deporte",20-44,Personas paradas,216,43.2918111063554,-1.9885133578,43.280963309723,-2.16722426204
Donostia/San Sebastián,Zarautz,Multimodal,Trabajo habitual,45-64,Personas ocupadas,250,43.2918111063554,-1.9885133578,43.280963309723,-2.16722426204
Donostia/San Sebastián,Zarautz,Tren EuskoTren,Centro estudios,7-19,Estudiantes,195,43.2918111063554,-1.9885133578,43.280963309723,-2.16722426204
Donostia/San Sebastián,Zumaia,Autobus interurbano,Trabajo habitual,20-44,Personas ocupadas,228,43.2918111063554,-1.9885133578,43.2876451846902,-2.2461133898
Donostia/San Sebastián,Zumaia,"Coche, conductor/a",Medico / Hospital,20-44,Personas ocupadas,115,43.2918111063554,-1.9885133578,43.2876451846902,-2.2461133898
Donostia/San Sebastián,Zumaia,"Coche, conductor/a","Ocio, cultura, deporte",65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",111,43.2918111063554,-1.9885133578,43.2876451846902,-2.2461133898
Donostia/San Sebastián,Zumaia,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,151,43.2918111063554,-1.9885133578,43.2876451846902,-2.2461133898
Donostia/San Sebastián,Zumaia,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,74,43.2918111063554,-1.9885133578,43.2876451846902,-2.2461133898
Donostia/San Sebastián,Zumaia,"Coche, pasajero/a",Acompanamiento,20-44,Personas ocupadas,118,43.2918111063554,-1.9885133578,43.2876451846902,-2.2461133898
